PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25388133","Leptospirosis in humans","Haake DA, Levett PN.","Curr Top Microbiol Immunol. 2015;387:65-97. doi: 10.1007/978-3-662-45059-8_5.","Haake DA","Curr Top Microbiol Immunol","2015","2014/11/13","PMC4442676","NIHMS690013","10.1007/978-3-662-45059-8_5"
"20165606","Climate change and health: Why should India be concerned?","Majra JP, Gur A.","Indian J Occup Environ Med. 2009 Apr;13(1):11-6. doi: 10.4103/0019-5278.50717.","Majra JP","Indian J Occup Environ Med","2009","2010/02/19","PMC2822161","","10.4103/0019-5278.50717"
"24291765","Projecting the impact of climate change on dengue transmission in Dhaka, Bangladesh","Banu S, Hu W, Guo Y, Hurst C, Tong S.","Environ Int. 2014 Feb;63:137-42. doi: 10.1016/j.envint.2013.11.002. Epub 2013 Nov 28.","Banu S","Environ Int","2014","2013/12/03","","","10.1016/j.envint.2013.11.002"
"25511880","Perceptions of climate change and its impact on human health: an integrated quantitative and qualitative approach","Toan do TT, Kien VD, Bao Giang K, Van Minh H, Wright P.","Glob Health Action. 2014 Dec 8;7:23025. doi: 10.3402/gha.v7.23025. eCollection 2014.","Toan do TT","Glob Health Action","2014","2014/12/17","PMC4265644","","10.3402/gha.v7.23025"
"30743113","Modeling the present and future distribution of arbovirus vectors Aedes aegypti and Aedes albopictus under climate change scenarios in Mainland China","Liu B, Gao X, Ma J, Jiao Z, Xiao J, Hayat MA, Wang H.","Sci Total Environ. 2019 May 10;664:203-214. doi: 10.1016/j.scitotenv.2019.01.301. Epub 2019 Feb 1.","Liu B","Sci Total Environ","2019","2019/02/12","","","10.1016/j.scitotenv.2019.01.301"
"32166444","Dengue NS1 detection in pediatric serum using microfluidic paper-based analytical devices","Prabowo MH, Chatchen S, Rijiravanich P, Limkittikul K, Surareungchai W.","Anal Bioanal Chem. 2020 May;412(12):2915-2925. doi: 10.1007/s00216-020-02527-6. Epub 2020 Mar 12.","Prabowo MH","Anal Bioanal Chem","2020","2020/03/14","","","10.1007/s00216-020-02527-6"
"31909268","Geographic shifts in the bioclimatic suitability for Aedes aegypti under climate change scenarios in Colombia","Portilla Cabrera CV, Selvaraj JJ.","Heliyon. 2019 Dec 31;6(1):e03101. doi: 10.1016/j.heliyon.2019.e03101. eCollection 2020 Jan.","Portilla Cabrera CV","Heliyon","2019","2020/01/08","PMC6940634","","10.1016/j.heliyon.2019.e03101"
"22506663","Dengue fever-like illnesses: how different are they from each other?","Gulati S, Maheshwari A.","Scand J Infect Dis. 2012 Jul;44(7):522-30. doi: 10.3109/00365548.2012.669044. Epub 2012 Apr 16.","Gulati S","Scand J Infect Dis","2012","2012/04/18","","","10.3109/00365548.2012.669044"
"22938568","Mapping vulnerability to climate change and its repercussions on human health in Pakistan","Malik SM, Awan H, Khan N.","Global Health. 2012 Sep 3;8:31. doi: 10.1186/1744-8603-8-31.","Malik SM","Global Health","2012","2012/09/04","PMC3477077","","10.1186/1744-8603-8-31"
"33187952","Emerging arboviruses in the urbanized Amazon rainforest","Lowe R, Lee S, Martins Lana R, Torres Codeço C, Castro MC, Pascual M.","BMJ. 2020 Nov 13;371:m4385. doi: 10.1136/bmj.m4385.","Lowe R","BMJ","2020","2020/11/14","PMC7664915","","10.1136/bmj.m4385"
"24836442","Accounting for health in climate change policies: a case study of Fiji","Morrow G, Bowen K.","Glob Health Action. 2014 May 15;7:23550. doi: 10.3402/gha.v7.23550. eCollection 2014.","Morrow G","Glob Health Action","2014","2014/05/20","PMC4024158","","10.3402/gha.v7.23550"
"26931545","Genomic approaches for understanding dengue: insights from the virus, vector, and host","Sim S, Hibberd ML.","Genome Biol. 2016 Mar 2;17:38. doi: 10.1186/s13059-016-0907-2.","Sim S","Genome Biol","2016","2016/03/03","PMC4774013","","10.1186/s13059-016-0907-2"
"25582074","Impact on human health of climate changes","Franchini M, Mannucci PM.","Eur J Intern Med. 2015 Jan;26(1):1-5. doi: 10.1016/j.ejim.2014.12.008. Epub 2015 Jan 10.","Franchini M","Eur J Intern Med","2015","2015/01/14","","","10.1016/j.ejim.2014.12.008"
"27681327","Climate Change Influences Potential Distribution of Infected Aedes aegypti Co-Occurrence with Dengue Epidemics Risk Areas in Tanzania","Mweya CN, Kimera SI, Stanley G, Misinzo G, Mboera LE.","PLoS One. 2016 Sep 28;11(9):e0162649. doi: 10.1371/journal.pone.0162649. eCollection 2016.","Mweya CN","PLoS One","2016","2016/09/30","PMC5040426","","10.1371/journal.pone.0162649"
"24521625","Climate change & infectious diseases in India: implications for health care providers","Dhara VR, Schramm PJ, Luber G.","Indian J Med Res. 2013 Dec;138(6):847-52.","Dhara VR","Indian J Med Res","2013","2014/02/14","PMC3978971","",""
"26342006","Dengue fever in Pakistan: a paradigm shift; changing epidemiology and clinical patterns","Haider Z, Ahmad FZ, Mahmood A, Waseem T, Shafiq I, Raza T, Qazi J, Siddique N, Humayun MA.","Perspect Public Health. 2015 Nov;135(6):294-8. doi: 10.1177/1757913915599019. Epub 2015 Sep 4.","Haider Z","Perspect Public Health","2015","2015/09/06","","","10.1177/1757913915599019"
"27088733","Perceptions of capacity for infectious disease control and prevention to meet the challenges of dengue fever in the face of climate change: A survey among CDC staff in Guangdong Province, China","Tong MX, Hansen A, Hanson-Easey S, Xiang J, Cameron S, Liu Q, Liu X, Sun Y, Weinstein P, Han GS, Williams C, Bi P.","Environ Res. 2016 Jul;148:295-302. doi: 10.1016/j.envres.2016.03.043. Epub 2016 Apr 16.","Tong MX","Environ Res","2016","2016/04/19","","","10.1016/j.envres.2016.03.043"
"29689060","The changing epidemiological pattern of Dengue in Swat, Khyber Pakhtunkhwa","Khan J, Ghaffar A, Khan SA.","PLoS One. 2018 Apr 24;13(4):e0195706. doi: 10.1371/journal.pone.0195706. eCollection 2018.","Khan J","PLoS One","2018","2018/04/25","PMC5916521","","10.1371/journal.pone.0195706"
"30810657","Climatic variables associated with dengue incidence in a city of the Western Brazilian Amazon region","Duarte JL, Diaz-Quijano FA, Batista AC, Giatti LL.","Rev Soc Bras Med Trop. 2019 Feb 21;52:e20180429. doi: 10.1590/0037-8682-0429-2018.","Duarte JL","Rev Soc Bras Med Trop","2019","2019/02/28","","","10.1590/0037-8682-0429-2018"
"27317512","Emerging infectious diseases with cutaneous manifestations: Viral and bacterial infections","Nawas ZY, Tong Y, Kollipara R, Peranteau AJ, Woc-Colburn L, Yan AC, Lupi O, Tyring SK.","J Am Acad Dermatol. 2016 Jul;75(1):1-16. doi: 10.1016/j.jaad.2016.04.033.","Nawas ZY","J Am Acad Dermatol","2016","2016/06/19","","","10.1016/j.jaad.2016.04.033"
"21714376","Health impacts of climate change and biosecurity in the Asian Pacific region","Sly PD.","Rev Environ Health. 2011;26(1):7-12. doi: 10.1515/reveh.2011.002.","Sly PD","Rev Environ Health","2011","2011/07/01","","","10.1515/reveh.2011.002"
"27713106","An Analysis of the Potential Impact of Climate Change on Dengue Transmission in the Southeastern United States","Butterworth MK, Morin CW, Comrie AC.","Environ Health Perspect. 2017 Apr;125(4):579-585. doi: 10.1289/EHP218. Epub 2016 Oct 7.","Butterworth MK","Environ Health Perspect","2017","2016/10/08","PMC5381975","","10.1289/EHP218"
"11019462","Climate change and vector-borne diseases: a regional analysis","Githeko AK, Lindsay SW, Confalonieri UE, Patz JA.","Bull World Health Organ. 2000;78(9):1136-47.","Githeko AK","Bull World Health Organ","2000","2000/10/06","PMC2560843","",""
"32295629","The 'lifecycle' of human beings: a call to explore vector-borne diseases from an ecosystem perspective","Muurlink OT, Taylor-Robinson AW.","Infect Dis Poverty. 2020 Apr 16;9(1):37. doi: 10.1186/s40249-020-00653-y.","Muurlink OT","Infect Dis Poverty","2020","2020/04/17","PMC7161208","","10.1186/s40249-020-00653-y"
"30669393","Establishment of an Alphavirus-Specific Neutralization Assay to Distinguish Infections with Different Members of the Semliki Forest complex","Henss L, Yue C, Kandler J, Faddy HM, Simmons G, Panning M, Lewis-Ximenez LL, Baylis SA, Schnierle BS.","Viruses. 2019 Jan 18;11(1):82. doi: 10.3390/v11010082.","Henss L","Viruses","2019","2019/01/24","PMC6356848","","10.3390/v11010082"
"27982119","Declining Prevalence of Disease Vectors Under Climate Change","Escobar LE, Romero-Alvarez D, Leon R, Lepe-Lopez MA, Craft ME, Borbor-Cordova MJ, Svenning JC.","Sci Rep. 2016 Dec 16;6:39150. doi: 10.1038/srep39150.","Escobar LE","Sci Rep","2016","2016/12/17","PMC5159793","","10.1038/srep39150"
"28986822","Global Spread of Hemorrhagic Fever Viruses: Predicting Pandemics","Gonzalez JP, Souris M, Valdivia-Granda W.","Methods Mol Biol. 2018;1604:3-31. doi: 10.1007/978-1-4939-6981-4_1.","Gonzalez JP","Methods Mol Biol","2018","2017/10/08","PMC7120037","","10.1007/978-1-4939-6981-4_1"
"32358588","Accelerating invasion potential of disease vector Aedes aegypti under climate change","Iwamura T, Guzman-Holst A, Murray KA.","Nat Commun. 2020 May 1;11(1):2130. doi: 10.1038/s41467-020-16010-4.","Iwamura T","Nat Commun","2020","2020/05/03","PMC7195482","","10.1038/s41467-020-16010-4"
"29546194","Climate Variability and Dengue Hemorrhagic Fever in Ba Tri District, Ben Tre Province, Vietnam during 2004-2014","Phuong LTD, Hanh TTT, Nam VS.","AIMS Public Health. 2016 Sep 26;3(4):769-780. doi: 10.3934/publichealth.2016.4.769. eCollection 2016.","Phuong LTD","AIMS Public Health","2016","2018/03/17","PMC5690404","","10.3934/publichealth.2016.4.769"
"18327504","Aedes aegypti, Aedes albopictus, and dengue in Argentina: current knowledge and future directions","Vezzani D, Carbajo AE.","Mem Inst Oswaldo Cruz. 2008 Feb;103(1):66-74. doi: 10.1590/s0074-02762008005000003. Epub 2008 Jan 31.","Vezzani D","Mem Inst Oswaldo Cruz","2008","2008/03/11","","","10.1590/s0074-02762008005000003"
"26940504","Zika fever and congenital Zika syndrome: An unexpected emerging arboviral disease","Chan JF, Choi GK, Yip CC, Cheng VC, Yuen KY.","J Infect. 2016 May;72(5):507-24. doi: 10.1016/j.jinf.2016.02.011. Epub 2016 Mar 3.","Chan JF","J Infect","2016","2016/03/05","PMC7112603","","10.1016/j.jinf.2016.02.011"
"26796862","Aedes aegypti (L.) in Latin American and Caribbean region: With growing evidence for vector adaptation to climate change?","Chadee DD, Martinez R.","Acta Trop. 2016 Apr;156:137-43. doi: 10.1016/j.actatropica.2015.12.022. Epub 2016 Jan 12.","Chadee DD","Acta Trop","2016","2016/01/23","","","10.1016/j.actatropica.2015.12.022"
"26632645","The interrelationship between dengue incidence and diurnal ranges of temperature and humidity in a Sri Lankan city and its potential applications","Ehelepola ND, Ariyaratne K.","Glob Health Action. 2015 Dec 1;8:29359. doi: 10.3402/gha.v8.29359. eCollection 2015.","Ehelepola ND","Glob Health Action","2015","2015/12/04","PMC4668265","","10.3402/gha.v8.29359"
"26848847","A Comprehensive Entomological, Serological and Molecular Study of 2013 Dengue Outbreak of Swat, Khyber Pakhtunkhwa, Pakistan","Khan J, Khan I, Amin I.","PLoS One. 2016 Feb 5;11(2):e0147416. doi: 10.1371/journal.pone.0147416. eCollection 2016.","Khan J","PLoS One","2016","2016/02/06","PMC4746065","","10.1371/journal.pone.0147416"
"28369149","Socioeconomic and environmental determinants of dengue transmission in an urban setting: An ecological study in Nouméa, New Caledonia","Zellweger RM, Cano J, Mangeas M, Taglioni F, Mercier A, Despinoy M, Menkès CE, Dupont-Rouzeyrol M, Nikolay B, Teurlai M.","PLoS Negl Trop Dis. 2017 Apr 3;11(4):e0005471. doi: 10.1371/journal.pntd.0005471. eCollection 2017 Apr.","Zellweger RM","PLoS Negl Trop Dis","2017","2017/04/04","PMC5395238","","10.1371/journal.pntd.0005471"
"32676492","Psychosocial and Socio-Economic Crisis in Bangladesh Due to COVID-19 Pandemic: A Perception-Based Assessment","Bodrud-Doza M, Shammi M, Bahlman L, Islam ARMT, Rahman MM.","Front Public Health. 2020 Jun 26;8:341. doi: 10.3389/fpubh.2020.00341. eCollection 2020.","Bodrud-Doza M","Front Public Health","2020","2020/07/18","PMC7333562","","10.3389/fpubh.2020.00341"
"29228986","Addressing vulnerability, building resilience: community-based adaptation to vector-borne diseases in the context of global change","Bardosh KL, Ryan SJ, Ebi K, Welburn S, Singer B.","Infect Dis Poverty. 2017 Dec 11;6(1):166. doi: 10.1186/s40249-017-0375-2.","Bardosh KL","Infect Dis Poverty","2017","2017/12/13","PMC5725972","","10.1186/s40249-017-0375-2"
"33024706","A review on prediction of seasonal diseases based on climate change using big data","Indhumathi K, Sathesh Kumar K.","Mater Today Proc. 2020 Oct 2. doi: 10.1016/j.matpr.2020.08.517. Online ahead of print.","Indhumathi K","Mater Today Proc","2020","2020/10/07","PMC7530581","","10.1016/j.matpr.2020.08.517"
"25216253","Assessing climate variability effects on dengue incidence in San Juan, Puerto Rico","Méndez-Lázaro P, Muller-Karger FE, Otis D, McCarthy MJ, Peña-Orellana M.","Int J Environ Res Public Health. 2014 Sep 11;11(9):9409-28. doi: 10.3390/ijerph110909409.","Méndez-Lázaro P","Int J Environ Res Public Health","2014","2014/09/13","PMC4199026","","10.3390/ijerph110909409"
"31057572","Epitope Presentation of Dengue Viral Envelope Glycoprotein Domain III on Hepatitis B Core Protein Virus-Like Particles Produced in Nicotiana benthamiana","Pang EL, Peyret H, Ramirez A, Loh HS, Lai KS, Fang CM, Rosenberg WM, Lomonossoff GP.","Front Plant Sci. 2019 Apr 16;10:455. doi: 10.3389/fpls.2019.00455. eCollection 2019.","Pang EL","Front Plant Sci","2019","2019/05/07","PMC6477658","","10.3389/fpls.2019.00455"
"11516383","Early effects of climate change: do they include changes in vector-borne disease?","Kovats RS, Campbell-Lendrum DH, McMichael AJ, Woodward A, Cox JS.","Philos Trans R Soc Lond B Biol Sci. 2001 Jul 29;356(1411):1057-68. doi: 10.1098/rstb2001.0894.","Kovats RS","Philos Trans R Soc Lond B Biol Sci","2001","2001/08/23","PMC1088500","","10.1098/rstb2001.0894"
"27883970","Association between dengue fever incidence and meteorological factors in Guangzhou, China, 2005-2014","Xiang J, Hansen A, Liu Q, Liu X, Tong MX, Sun Y, Cameron S, Hanson-Easey S, Han GS, Williams C, Weinstein P, Bi P.","Environ Res. 2017 Feb;153:17-26. doi: 10.1016/j.envres.2016.11.009. Epub 2016 Nov 22.","Xiang J","Environ Res","2017","2016/11/25","","","10.1016/j.envres.2016.11.009"
